,title,date,keywords_textrank,ai_entity,day,month,year,status
1810,M3: Alibaba’s AI detects COVID-19 pneumonia in under a minute,2020-06-04,"['covid', 'ai', 'expo', 'help', 'diagnosis']",artificial intelligence diagnosis,4,6,2020,postcovid
1811,"If transistors can’t get smaller, then coders have to get smarter",2020-06-05,"['hardware', 'performance', 'researcher', 'research', 'say', 'like']",semantic search,5,6,2020,postcovid
1812,The social life of data,2020-06-08,"['data', 'student', 'williams', 'mit', 'world']",e-mail spam filtering,8,6,2020,postcovid
1813,Engineers put tens of thousands of artificial brain synapses on a single chip,2020-06-08,"['memristors', 'memristor', 'image', 'electrode', 'chip', 'silver']",speech generating device,8,6,2020,postcovid
1814,Learning the ropes and throwing lifelines,2020-06-09,"['say', 'student', 'mit', 'worked', 'working', 'work', 'chauhan']",handwriting recognition,9,6,2020,postcovid
1815,Seven from MIT win 2020 Hertz Fellowships,2020-06-11,"['mit', 'fellow', 'graduate', 'graduated', 'physic', 'science']",cybernetics,11,6,2020,postcovid
1816,The EU’s privacy watchdog takes aim at Clearview AI’s facial recognition,2020-06-11,"['privacy', 'clearview ai', 'expo', 'like', 'likely']",virtual reality,11,6,2020,postcovid
1817,Amazon uses AI-powered displays to enforce social distancing in warehouses,2020-06-17,"['amazon', 'distancing', 'distance', 'ai', 'expo', 'safely', 'safe']",semantic translation,17,6,2020,postcovid
1818,What jumps out in a photo changes the longer we look,2020-06-17,"['image', 'researcher', 'research', 'human', 'study', 'studying', 'model']",semantic search,17,6,2020,postcovid
1819,Trust or consequences,2020-06-18,"['trust', 'trusted', 'innovation health medicine', 'care', 'innovative']",cognitive,18,6,2020,postcovid
1820,MIT-Takeda program launches,2020-06-18,"['engineering', 'professor', 'researcher', 'research', 'program', 'programming', 'science']",cybernetics,18,6,2020,postcovid
1821,Bringing the predictive power of artificial intelligence to health care,2020-06-19,"['patient', 'model', 'modeling', 'health care', 'data']",named-entity extraction,19,6,2020,postcovid
1822,Cynthia Breazeal named Media Lab associate director,2020-06-19,"['mit', 'lab', 'breazeal', 'robot', 'new']",robotics,19,6,2020,postcovid
1823,Engineers design a device that operates like a brain synapse,2020-06-19,"['energy', 'device', 'say', 'ion', 'synapsis']",speech generating device,19,6,2020,postcovid
1824,Self-driving cars that recognize free space can better detect objects: What a perception system doesn't see can help it understand what it sees,2020-06-20,"['hu', 'object', 'reason', 'reasoning', 'researcher', 'research', 'said']",question answering,20,6,2020,postcovid
1825,World's first spherical artificial eye has 3D retina,2020-06-20,"['eye', 'sensor', 'human', 'vision', 'retina']",named-entity extraction,20,6,2020,postcovid
1826,A good egg: Robot chef trained to make omelettes,2020-06-20,"['robot', 'robotics', 'robotic', 'taste', 'tasted', 'iida', 'chef', 'human']",robotics,20,6,2020,postcovid
1827,"Making more data available for training self-driving cars: Additional data boosts accuracy of tracking other cars, pedestrians",2020-06-20,"['data', 'point', 'researcher', 'research', 'held', 'error']",pattern recognition,20,6,2020,postcovid
1828,Towards an AI diagnosis like the doctor's: How can we make 'lazy' artificial intelligence more transparent and relevant to the clinic?,2020-06-20,"['ai', 'diagnosis', 'imaging', 'image', 'doctor', 'learn', 'learning', 'learns']",intelligent agent,20,6,2020,postcovid
1829,"Like a treasure map, brain region emphasizes reward location",2020-06-23,"['free wander usually', 'treat finally']",virtual reality,23,6,2020,postcovid
1830,The ACLU uncovers the first known wrongful arrest due to AI error,2020-06-25,"['williams', 'expo', 'recognition', 'aclu', 'police', 'policing']",information extraction,25,6,2020,postcovid
1831,"Michael Hawley, former professor of media arts and sciences, dies at 58",2020-06-25,"['hawley', 'digital', 'world', 'developed', 'develop', 'development', 'developing', 'medium']",deep learning,25,6,2020,postcovid
1832,Identifying a melody by studying a musician’s body language,2020-06-25,"['sound', 'sounding', 'learn', 'learns', 'learning', 'study', 'work', 'instrument']",deep learning,25,6,2020,postcovid
1833,Improving global health equity by helping clinics do more with less,2020-06-26,"['working', 'work', 'worked', 'health', 'data', 'vaccinated', 'vaccine', 'vaccination', 'company']",facial recognition,26,6,2020,postcovid
1834,The MIT Press and UC Berkeley launch Rapid Reviews: COVID-19,2020-06-29,"['review', 'reviewed', 'reviewer', 'research', 'researcher', 'publish', 'publishing', 'journal', 'health']",semantic search,29,6,2020,postcovid
1835,CSAIL robot disinfects Greater Boston Food Bank,2020-06-29,"['robotics', 'robot', 'new robotic', 'team', 'warehouse', 'surface']",object recognition,29,6,2020,postcovid
1836,"MIT has removed a dataset which leads to misogynistic, racist AI models",2020-07-02,"['dataset', 'mit', 'image', 'labelled', 'label', 'labeled', 'expo']",game artificial intelligence,2,7,2020,postcovid
1837,Neuralink will share progress on linking human brains with AI next month,2020-07-09,"['neuralink', 'expo', 'musk', 'brain ai']",data mining,9,7,2020,postcovid
1838,Our itch to share helps spread Covid-19 misinformation,2020-07-09,"['news', 'share', 'sharing', 'shared', 'accuracy', 'people', 'participant']",semantic translation,9,7,2020,postcovid
1839,Letting robots manipulate cables,2020-07-13,"['cable', 'robotic grippers', 'fingered gripper', 'robot', 'finger', 'control', 'controller', 'controlling']",intelligent word recognition,13,7,2020,postcovid
1840,British AI chipmaker Graphcore claims Nvidia’s crown with GC200 processor,2020-07-15,"['graphcore', 'gc processor', 'ai', 'research']",semantic search,15,7,2020,postcovid
1841,MIT-BU law clinics help students bring innovations into the world,2020-07-16,"['law clinic', 'student', 'mit', 'working', 'work', 'worked']",artificial intelligence diagnosis,16,7,2020,postcovid
1842,Faculty receive funding to develop artificial intelligence techniques to combat Covid-19,2020-07-17,"['professor', 'covid pandemic', 'researcher', 'research', 'university']",semantic search,17,7,2020,postcovid
1843,Tackling the misinformation epidemic with “In Event of Moon Disaster”,2020-07-20,"['deepfakes', 'deepfake', 'medium', 'technology', 'digitally', 'digital', 'ai']",object recognition,20,7,2020,postcovid
1844,Randomness theory could hold key to internet security,2020-07-20,"['researcher', 'research', 'cryptography', 'problem', 'number', 'pas']",semantic search,20,7,2020,postcovid
1845,Better simulation meshes well for design software (and more),2020-07-20,"['meshing', 'mesh', 'field', 'palmer', 'researcher', 'research', 'say']",semantic search,20,7,2020,postcovid
1846,MIT Schwarzman College of Computing announces first named professorships,2020-07-20,"['researcher award', 'research', 'computing', 'computational', 'data', 'recognize', 'recognized']",speech recognition,20,7,2020,postcovid
1847,Neural vulnerability in Huntington’s disease tied to release of mitochondrial RNA,2020-07-21,"['study', 'studying', 'neuron', 'neuronal', 'rna', 'mouse', 'cell']",question answering,21,7,2020,postcovid
1848,DeepCode provides AI code reviews for over four million developers,2020-07-21,"['deepcode', 'expo', 'coding', 'ai code', 'bot']",handwriting recognition,21,7,2020,postcovid
1849,Deep learning is being used to predict critical COVID-19 cases,2020-07-23,"['covid case', 'patient', 'expo', 'medication', 'medical']",activity recognition,23,7,2020,postcovid
1850,Commentary: America must invest in its ability to innovate,2020-07-24,"['technological', 'technology', 'write', 'president', 'helping', 'help', 'today']",object recognition,24,7,2020,postcovid
1851,Looking into the black box,2020-07-27,"['data', 'deep learning', 'explains', 'network']",speech generating device,27,7,2020,postcovid
1852,Musk predicts AI will be superior to humans within five years,2020-07-28,"['musk predicts ai', 'openai', 'expo', 'prediction', 'predict']",handwriting recognition,28,7,2020,postcovid
1853,Algorithm finds hidden connections between paintings at the Met,2020-07-29,"['image', 'work', 'new mosaic', 'art']",facial recognition systems,29,7,2020,postcovid
1854,School of Engineering first and second quarter 2020 awards,2020-07-29,"['department', 'engineering', 'engineer', 'award', 'awarded', 'feb', 'science']",deep learning,29,7,2020,postcovid
1855,Researchers create AI bot to protect the identities of BLM protesters,2020-07-29,"['protester', 'protest', 'researcher', 'expo', 'ai', 'image']",game artificial intelligence,29,7,2020,postcovid
1856,Google’s Model Card Toolkit aims to bring transparency to AI,2020-07-30,"['google model card', 'ai', 'expo']",neural modeling fields ,30,7,2020,postcovid
1857,An automated health care system that understands when to step in,2020-07-31,"['expert', 'human', 'task', 'team', 'medical']",game artificial intelligence,31,7,2020,postcovid
1858,AI tool detects child abuse images with 99% accuracy,2020-07-31,"['safer', 'hash', 'hashing', 'image', 'child', 'expo']",game artificial intelligence,31,7,2020,postcovid
1859,3 Questions: John Leonard on the future of autonomous vehicles,2020-08-04,"['job', 'driver', 'level', 'mobile', 'mobility', 'vehicle']",speech generating device,4,8,2020,postcovid
1860,University College London: Deepfakes are the ‘most serious’ AI crime threat,2020-08-06,"['ai', 'deepfakes', 'deepfake', 'threat', 'like', 'likely', 'research', 'researcher']",semantic search,6,8,2020,postcovid
1861,DARPA’s AI-powered jet fight will be held virtually due to COVID-19,2020-08-10,"['darpa ai', 'event', 'expo', 'human']",speech generating device,10,8,2020,postcovid
1862,Data systems that learn to be better,2020-08-10,"['query', 'data', 'optimized', 'optimize', 'optimization', 'optimizer', 'optimizers', 'learning', 'learned', 'learn', 'learns', 'kraska']",automation,10,8,2020,postcovid
1863,"Microsoft: The UK must increase its AI skills, or risk falling behind",2020-08-12,"['ai skill', 'microsoft uk', 'talent']",intelligent agent,12,8,2020,postcovid
1864,Rewriting the rules of machine-generated art,2020-08-18,"['gan', 'model gans', 'learns', 'learning', 'learn', 'learned', 'bau', 'like']",deep learning,18,8,2020,postcovid
1865,AI dominates Gartner’s latest Hype Cycle for emerging technologies,2020-08-18,"['technology', 'ai', 'gartner', 'expo', 'cycle']",pattern recognition,18,8,2020,postcovid
1866,The White House is set to boost AI funding by 30 percent,2020-08-19,"['ai', 'u', 'technological', 'technology', 'world', 'china']",machine learning,19,8,2020,postcovid
1867,Classifying galaxies with artificial intelligence,2020-08-20,"['galaxy', 'ai', 'image', 'human', 'technique']",silent speech interface,20,8,2020,postcovid
1868,Soldiers could teach future robots how to outperform humans,2020-08-20,"['environment', 'research', 'researcher', 'appld', 'army', 'robot', 'robotics', 'robotic']",robotics,20,8,2020,postcovid
1869,The term ‘ethical AI’ is finally starting to mean something,2020-08-23,"['ai', 'ethic', 'ethical', 'fairness', 'fair', 'data', 'technical']",game artificial intelligence,23,8,2020,postcovid
1870,National Science Foundation announces MIT-led Institute for Artificial Intelligence and Fundamental Interactions,2020-08-26,"['physic', 'physical', 'ai', 'researcher', 'research', 'iaifi', 'mit']",artificial life,26,8,2020,postcovid
1871,"Global spending on AI ‘expected to double in four years’, says IDC",2020-08-27,"['ai', 'expo', 'idc james', 'automated', 'automation']",automation,27,8,2020,postcovid
1872,How can AI-powered humanitarian engineering tackle the biggest threats facing our planet?,2020-08-28,"['ai', 'data', 'like', 'likely', 'user', 'global', 'globally']",data mining,28,8,2020,postcovid
1873,Toward a machine learning model that can reason about everyday actions,2020-08-31,"['model', 'researcher', 'research', 'video', 'abstractly', 'abstract', 'abstraction', 'set']",semantic translation,31,8,2020,postcovid
1874,MIT partners with national labs on two new National Quantum Information Science Research Centers,2020-08-31,"['quantum', 'mit', 'research center', 'researcher', 'laboratory']",semantic search,31,8,2020,postcovid
1875,Six strategic areas identified for shared faculty hiring in computing,2020-08-31,"['computing', 'computational', 'new', 'understand', 'understanding', 'science', 'technology', 'technological']",automation,31,8,2020,postcovid
1876,MIT hosts seven distinguished MLK Professors and Scholars for 2020-21,2020-09-02,"['mit', 'scholar', 'research', 'study', 'student']",semantic search,2,9,2020,postcovid
1877,Helping companies prioritize their cybersecurity investments,2020-09-03,"['security', 'secure', 'securely', 'company', 'attack', 'data', 'mit']",cybernetics,3,9,2020,postcovid
1878,Expert calls out ‘misleading’ claim that OpenAI’s GPT-3 wrote a full article,2020-09-10,"['article', 'human', 'ai', 'gpt', 'expo']",virtual reality,10,9,2020,postcovid
1879,Digitizing supply chains to lift farmers out of poverty,2020-09-10,"['farmer', 'maroju', 'sourcetrace company help', 'helped', 'helping']",computer game,10,9,2020,postcovid
1880,Monitoring sleep positions for a healthy rest,2020-09-11,"['sleeping', 'person sleep', 'device', 'body', 'bodycompass']",speech generating device,11,9,2020,postcovid
1881,Nvidia and ARM will open ‘world-class’ AI centre in Cambridge,2020-09-14,"['uk', 'ai', 'nvidia arm', 'company']",data mining,14,9,2020,postcovid
1882,MIT named No. 4 university by U.S. News for 2021,2020-09-14,"['university', 'engineering program', 'mit', 'programming', 'ranking', 'ranked', 'rank']",speech recognition,14,9,2020,postcovid
1883,2020 Beaver Works Summer Institute goes virtual,2020-09-14,"['student', 'course', 'say', 'program', 'programming', 'project']",object recognition,14,9,2020,postcovid
